Index,Name,Ratings,price,original_price,discount_element,Compressor,Warranty 
401,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.1,"₹15,990","₹20,950",23% off,Inverter Compressor,1 Year Comprehensive Warranty and 9 Years Warranty on Compressor
402,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
403,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
404,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,"₹17,690","₹22,199",20% off,Smart Inverter Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
405,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
406,Whirlpool 300 L Frost Free Triple Door Refrigerator,4.3,"₹32,990","₹46,450",28% off,Reciprocating Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool
407,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹11,990","₹15,400",22% off,Normal Compressor,1 Year on Product and 10 Years on Compressor from Whirlpool
408,SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹26,490","₹40,990",35% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
409,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Intellisense Invert...,4.3,"₹15,990","₹20,700",22% off,Reciprocatory Compressor,1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor
410,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,990","₹19,600",23% off,Reciprocatory Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
411,Godrej 223 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.2,"₹19,990","₹31,590",36% off,Inverter Compressor,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
412,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,490","₹19,000",23% off,Reciprocatory Compressor,1 Year on Product and 10 Years on Compressor From Whirlpool
413,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹24,690","₹35,990",31% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
414,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹13,190","₹17,000",22% off,Normal Compressor,1 Year on Product and 10 Years on the Compressor
415,Voltas Beko by A Tata Product 432 L Frost Free Double Door Top Mount 2 Star Refrigerator,3.8,"₹39,990","₹59,990",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
416,Whirlpool 270 L Frost Free Triple Door Refrigerator,4.3,"₹28,790","₹39,750",27% off,Reciprocating Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
417,LG 242 L Frost Free Double Door 3 Star Refrigerator  with Smart Inverter,4.4,"₹25,990","₹37,099",29% off,Smart Inverter,1 Year on Product and 10 Years on Compressor from LG
418,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
419,Whirlpool 235 L Frost Free Multi-Door Refrigerator,3.3,"₹26,290","₹35,800",26% off,Reciprocating Compressor,1 Year Comprehensive Warranty on Product and  9 Years Warranty on Compressor
420,Voltas Beko by A Tata Product 360 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹27,990","₹46,990",40% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
421,Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹29,990","₹45,290",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty and 12 Years Compressor Warranty
422,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.1,"₹15,990","₹20,950",23% off,Inverter Compressor,1 Year Comprehensive Warranty and 9 Years Warranty on Compressor
423,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
424,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
425,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,"₹17,690","₹22,199",20% off,Smart Inverter Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
426,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
427,Whirlpool 300 L Frost Free Triple Door Refrigerator,4.3,"₹32,990","₹46,450",28% off,Reciprocating Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool
428,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹11,990","₹15,400",22% off,Normal Compressor,1 Year on Product and 10 Years on Compressor from Whirlpool
429,SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹26,490","₹40,990",35% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
430,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Intellisense Invert...,4.3,"₹15,990","₹20,700",22% off,Reciprocatory Compressor,1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor
431,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,990","₹19,600",23% off,Reciprocatory Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
432,Godrej 223 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.2,"₹19,990","₹31,590",36% off,Inverter Compressor,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
433,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,490","₹19,000",23% off,Reciprocatory Compressor,1 Year on Product and 10 Years on Compressor From Whirlpool
434,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹24,690","₹35,990",31% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
435,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹13,190","₹17,000",22% off,Normal Compressor,1 Year on Product and 10 Years on the Compressor
436,Voltas Beko by A Tata Product 432 L Frost Free Double Door Top Mount 2 Star Refrigerator,3.8,"₹39,990","₹59,990",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
437,Whirlpool 270 L Frost Free Triple Door Refrigerator,4.3,"₹28,790","₹39,750",27% off,Reciprocating Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
438,LG 242 L Frost Free Double Door 3 Star Refrigerator  with Smart Inverter,4.4,"₹25,990","₹37,099",29% off,Smart Inverter,1 Year on Product and 10 Years on Compressor from LG
439,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
440,Whirlpool 235 L Frost Free Multi-Door Refrigerator,3.3,"₹26,290","₹35,800",26% off,Reciprocating Compressor,1 Year Comprehensive Warranty on Product and  9 Years Warranty on Compressor
441,Voltas Beko by A Tata Product 360 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹27,990","₹46,990",40% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
442,Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹29,990","₹45,290",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty and 12 Years Compressor Warranty
443,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.1,"₹15,990","₹20,950",23% off,Inverter Compressor,1 Year Comprehensive Warranty and 9 Years Warranty on Compressor
444,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
445,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
446,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,"₹17,690","₹22,199",20% off,Smart Inverter Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
447,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
448,Whirlpool 300 L Frost Free Triple Door Refrigerator,4.3,"₹32,990","₹46,450",28% off,Reciprocating Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool
449,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹11,990","₹15,400",22% off,Normal Compressor,1 Year on Product and 10 Years on Compressor from Whirlpool
450,SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹26,490","₹40,990",35% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
451,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Intellisense Invert...,4.3,"₹15,990","₹20,700",22% off,Reciprocatory Compressor,1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor
452,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,990","₹19,600",23% off,Reciprocatory Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
453,Godrej 223 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.2,"₹19,990","₹31,590",36% off,Inverter Compressor,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
454,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,490","₹19,000",23% off,Reciprocatory Compressor,1 Year on Product and 10 Years on Compressor From Whirlpool
455,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹24,690","₹35,990",31% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
456,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹13,190","₹17,000",22% off,Normal Compressor,1 Year on Product and 10 Years on the Compressor
457,Voltas Beko by A Tata Product 432 L Frost Free Double Door Top Mount 2 Star Refrigerator,3.8,"₹39,990","₹59,990",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
458,Whirlpool 270 L Frost Free Triple Door Refrigerator,4.3,"₹28,790","₹39,750",27% off,Reciprocating Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
459,LG 242 L Frost Free Double Door 3 Star Refrigerator  with Smart Inverter,4.4,"₹25,990","₹37,099",29% off,Smart Inverter,1 Year on Product and 10 Years on Compressor from LG
460,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
461,Whirlpool 235 L Frost Free Multi-Door Refrigerator,3.3,"₹26,290","₹35,800",26% off,Reciprocating Compressor,1 Year Comprehensive Warranty on Product and  9 Years Warranty on Compressor
462,Voltas Beko by A Tata Product 360 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹27,990","₹46,990",40% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
463,Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,4,"₹29,990","₹45,290",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty and 12 Years Compressor Warranty
464,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,4.1,"₹15,990","₹20,950",23% off,Inverter Compressor,1 Year Comprehensive Warranty and 9 Years Warranty on Compressor
465,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
466,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,4.4,"₹16,190","₹22,999",29% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
467,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,"₹17,690","₹22,199",20% off,Smart Inverter Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
468,SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator,4.4,"₹17,490","₹22,999",23% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
469,Whirlpool 300 L Frost Free Triple Door Refrigerator,4.3,"₹32,990","₹46,450",28% off,Reciprocating Compressor,1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool
470,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹11,990","₹15,400",22% off,Normal Compressor,1 Year on Product and 10 Years on Compressor from Whirlpool
471,SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹26,490","₹40,990",35% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
472,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Intellisense Invert...,4.3,"₹15,990","₹20,700",22% off,Reciprocatory Compressor,1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor
473,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,990","₹19,600",23% off,Reciprocatory Compressor,1 Year Warranty on Product and 9 Years Warranty on Compressor
474,Godrej 223 L Frost Free Double Door 2 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.2,"₹19,990","₹31,590",36% off,Inverter Compressor,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
475,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,4.3,"₹14,490","₹19,000",23% off,Reciprocatory Compressor,1 Year on Product and 10 Years on Compressor From Whirlpool
476,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter with Displ...,4.3,"₹24,690","₹35,990",31% off,Digital Inverter Compressor,1 year comprehensive warranty on the product
477,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,"₹13,190","₹17,000",22% off,Normal Compressor,1 Year on Product and 10 Years on the Compressor
478,Voltas Beko by A Tata Product 432 L Frost Free Double Door Top Mount 2 Star Refrigerator,3.8,"₹39,990","₹59,990",33% off,Pro Smart Inverter Compressor,2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
